fill	x	y	showSelected1	PANEL
#7F7F7F	-1.07558870036155	0.161712852397956	sous-entraînement	1
#7F7F7F	0.866631674114615	0.437752946657506	sous-entraînement	1
#7F7F7F	2.71919669420458	-0.0475726269949812	sous-entraînement	1
#7F7F7F	-1.35420511639677	0.677028906240028	sous-entraînement	1
#7F7F7F	0.340092577505857	2.13922980273408	sous-entraînement	1
#7F7F7F	0.763370334869251	-0.788242206764854	sous-entraînement	1
#7F7F7F	1.80256656557322	0.296855667006114	sous-entraînement	1
#7F7F7F	0.0264109061099589	1.50623479748072	sous-entraînement	1
#7F7F7F	2.88199244718999	-0.998846994964124	sous-entraînement	1
#7F7F7F	0.224046145565808	1.08417990432224	sous-entraînement	1
#7F7F7F	1.30949379247613	0.078724334492263	sous-entraînement	1
#7F7F7F	2.18444588431157	0.858339191063919	sous-entraînement	1
#7F7F7F	-0.263638755306602	0.946277373982816	sous-entraînement	1
#7F7F7F	-1.25376568571664	2.30351223242227	sous-entraînement	1
#7F7F7F	2.81322024133988	2.05252559530764	sous-entraînement	1
#7F7F7F	-1.94792737299576	1.99598458977775	sous-entraînement	1
#7F7F7F	2.05096072237939	0.466627857452803	sous-entraînement	1
#7F7F7F	0.571408814983442	-1.20791977880464	sous-entraînement	1
#7F7F7F	2.22214501537383	0.346606589181221	sous-entraînement	1
#7F7F7F	1.33612823858857	0.613050396355069	sous-entraînement	1
#7F7F7F	2.90863931132481	2.60039085153952	sous-entraînement	1
#7F7F7F	-1.4245796231553	-0.183606388227258	sous-entraînement	1
#7F7F7F	2.72020904067904	-0.512670794721004	sous-entraînement	1
#7F7F7F	2.87343948800117	2.9593570771456	sous-entraînement	1
#7F7F7F	0.509849404450506	0.157384802410367	sous-entraînement	1
#7F7F7F	-1.96445480966941	2.07445940641284	sous-entraînement	1
#7F7F7F	1.41701711411588	0.68572801982808	sous-entraînement	1
#7F7F7F	-0.622994007309899	0.137801670314193	sous-entraînement	1
#7F7F7F	1.92939456389286	1.93992007761338	sous-entraînement	1
#7F7F7F	1.06976454798132	0.578626427594647	sous-entraînement	1
#7F7F7F	1.85013928287663	-0.0273805980867567	sous-entraînement	1
#7F7F7F	1.12560864840634	1.47185946611694	sous-entraînement	1
#7F7F7F	2.29536558920518	1.56416860268364	sous-entraînement	1
#7F7F7F	-0.0592762120068073	2.23095366302092	sous-entraînement	1
#7F7F7F	-0.906624033115804	1.10659804092742	sous-entraînement	1
#7F7F7F	-0.621494866674766	2.24119982707737	sous-entraînement	1
#7F7F7F	-1.78912236983888	2.71063158823657	sous-entraînement	1
#7F7F7F	-1.08313385909423	-0.0442295809270592	sous-entraînement	1
#7F7F7F	-0.559701339108869	0.330414012849771	sous-entraînement	1
#7F7F7F	0.0132136798929423	-0.723989834492567	sous-entraînement	1
#7F7F7F	-0.246787125244737	1.68980417328299	sous-entraînement	1
#7F7F7F	-1.87474821740761	1.87106770894806	sous-entraînement	1
#7F7F7F	-1.00011735036969	2.21257910351036	sous-entraînement	1
#7F7F7F	2.8575771425385	2.03206832593544	sous-entraînement	1
#7F7F7F	1.66595716681331	3.11007351377927	sous-entraînement	1
#7F7F7F	2.88377592293546	0.41689615186935	sous-entraînement	1
#7F7F7F	-0.100005603628233	0.193018364585762	sous-entraînement	1
#7F7F7F	0.319040895672515	1.74624316863974	sous-entraînement	1
#7F7F7F	0.134717013686895	1.65710598330196	sous-entraînement	1
#7F7F7F	-1.4234543654602	0.193270641567329	sous-entraînement	1
#7F7F7F	-1.07558870036155	5.45565975999446	sous-entraînement	2
#7F7F7F	0.866631674114615	3.62999274546439	sous-entraînement	2
#7F7F7F	2.71919669420458	3.32926401941101	sous-entraînement	2
#7F7F7F	-1.35420511639677	3.05875417951947	sous-entraînement	2
#7F7F7F	0.340092577505857	4.73488659250457	sous-entraînement	2
#7F7F7F	0.763370334869251	5.55536357774361	sous-entraînement	2
#7F7F7F	1.80256656557322	0.641242837230417	sous-entraînement	2
#7F7F7F	0.0264109061099589	2.11501196423256	sous-entraînement	2
#7F7F7F	2.88199244718999	0.543270982114191	sous-entraînement	2
#7F7F7F	0.224046145565808	3.67981269655393	sous-entraînement	2
#7F7F7F	1.30949379247613	0.823016822538037	sous-entraînement	2
#7F7F7F	2.18444588431157	0.196389522335131	sous-entraînement	2
#7F7F7F	-0.263638755306602	3.96555542095849	sous-entraînement	2
#7F7F7F	-1.25376568571664	3.75039981935343	sous-entraînement	2
#7F7F7F	2.81322024133988	1.15811929573614	sous-entraînement	2
#7F7F7F	-1.94792737299576	3.57227599090216	sous-entraînement	2
#7F7F7F	2.05096072237939	1.14364736132674	sous-entraînement	2
#7F7F7F	0.571408814983442	5.31648566637328	sous-entraînement	2
#7F7F7F	2.22214501537383	1.04616108091556	sous-entraînement	2
#7F7F7F	1.33612823858857	2.41312880087594	sous-entraînement	2
#7F7F7F	2.90863931132481	1.1833520769521	sous-entraînement	2
#7F7F7F	-1.4245796231553	5.20232912885242	sous-entraînement	2
#7F7F7F	2.72020904067904	0.883573170884218	sous-entraînement	2
#7F7F7F	2.87343948800117	0.0145286634453849	sous-entraînement	2
#7F7F7F	0.509849404450506	4.2298298513806	sous-entraînement	2
#7F7F7F	-1.96445480966941	3.78592440701089	sous-entraînement	2
#7F7F7F	1.41701711411588	-0.0142618165051855	sous-entraînement	2
#7F7F7F	-0.622994007309899	4.85770889770664	sous-entraînement	2
#7F7F7F	1.92939456389286	0.296754153283058	sous-entraînement	2
#7F7F7F	1.06976454798132	2.14799999225363	sous-entraînement	2
#7F7F7F	1.85013928287663	1.06093359369888	sous-entraînement	2
#7F7F7F	1.12560864840634	1.200684243241	sous-entraînement	2
#7F7F7F	2.29536558920518	0.873472598647646	sous-entraînement	2
#7F7F7F	-0.0592762120068073	5.10766495520819	sous-entraînement	2
#7F7F7F	-0.906624033115804	5.57579983894338	sous-entraînement	2
#7F7F7F	-0.621494866674766	4.73952990782545	sous-entraînement	2
#7F7F7F	-1.78912236983888	5.41195113103592	sous-entraînement	2
#7F7F7F	-1.08313385909423	5.28172145133541	sous-entraînement	2
#7F7F7F	-0.559701339108869	4.53111235905131	sous-entraînement	2
#7F7F7F	0.0132136798929423	2.81478640251127	sous-entraînement	2
#7F7F7F	-0.246787125244737	2.82712378501247	sous-entraînement	2
#7F7F7F	-1.87474821740761	2.97580942944105	sous-entraînement	2
